_id,genre,id_artist,name,publicationDate,title,urlAlbum,id_album_deezer,deezerFans,language
ObjectId(5714debb25ac0d8aee358d5f),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1955,Swingin' Down Yonder,http://lyrics.wikia.com/Dean_Martin:Swingin%27_Down_Yonder_%281955%29,325982.0,14,eng
ObjectId(5714debb25ac0d8aee358d65),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1960,This Time I'm Swingin'!,http://lyrics.wikia.com/Dean_Martin:This_Time_I%27m_Swingin%27%21_%281960%29,325984.0,206,eng
ObjectId(5714debb25ac0d8aee358d68),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1962,Dino: Italian Love Songs,http://lyrics.wikia.com/Dean_Martin:Dino:_Italian_Love_Songs_%281962%29,325976.0,82,eng
ObjectId(5714debb25ac0d8aee358d69),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1962,Cha Cha De Amor,http://lyrics.wikia.com/Dean_Martin:Cha_Cha_De_Amor_%281962%29,325973.0,44,eng
ObjectId(5714debb25ac0d8aee358d6b),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1963,Dino Latino,http://lyrics.wikia.com/Dean_Martin:Dino_Latino_%281963%29,12022438.0,11,eng
ObjectId(5714debb25ac0d8aee358d6f),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1964,Dream With Dean,http://lyrics.wikia.com/Dean_Martin:Dream_With_Dean_%281964%29,7357949.0,57,eng
ObjectId(5714debb25ac0d8aee358d70),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1964,Everybody Loves Somebody,http://lyrics.wikia.com/Dean_Martin:Everybody_Loves_Somebody_%281964%29,7361932.0,47,eng
ObjectId(5714debb25ac0d8aee358d71),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1964,The Door Is Still Open To My Heart,http://lyrics.wikia.com/Dean_Martin:The_Door_Is_Still_Open_To_My_Heart_%281964%29,14632532.0,12,eng
ObjectId(5714debb25ac0d8aee358d83),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1968,Gentle On My Mind,http://lyrics.wikia.com/Dean_Martin:Gentle_On_My_Mind_%281968%29,14632546.0,52,eng
ObjectId(5714debb25ac0d8aee358d8d),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1990,Best Of Dean Martin,http://lyrics.wikia.com/Dean_Martin:Best_Of_Dean_Martin_%281990%29,208610.0,13,eng
ObjectId(5714debb25ac0d8aee358d8e),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1990,All-Time Greatest Hits,http://lyrics.wikia.com/Dean_Martin:All-Time_Greatest_Hits_%281990%29,325976.0,82,eng
ObjectId(5714debb25ac0d8aee358d91),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1996,The Capitol Years,http://lyrics.wikia.com/Dean_Martin:The_Capitol_Years_%281996%29,325955.0,46,eng
ObjectId(5714debb25ac0d8aee358d93),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,1997,Memories Are Made Of This,http://lyrics.wikia.com/Dean_Martin:Memories_Are_Made_Of_This_%281997%29,6006760.0,9,eng
ObjectId(5714debb25ac0d8aee358d94),Classic Pop,ObjectId(56d81ca353a7ddfc01f934d7),Dean Martin,2009,Love Songs,http://lyrics.wikia.com/Dean_Martin:Love_Songs_%282009%29,7116143.0,422,eng
ObjectId(5714debb25ac0d8aee358fa3),Pop,ObjectId(56d81d2b53a7ddfc01f93593),Declan Galbraith,2002,Declan,http://lyrics.wikia.com/Declan_Galbraith:Declan_%282002%29,299807.0,741,eng
ObjectId(5714debb25ac0d8aee359250),Reggae,ObjectId(56d81dc053a7ddfc01f9366c),Dellé,2009,Before I Grow Old,http://lyrics.wikia.com/Dell%C3%A9:Before_I_Grow_Old_%282009%29,13410945.0,14,eng
ObjectId(5714debb25ac0d8aee359389),Soul,ObjectId(56d81e1753a7ddfc01f936da),Deniece Williams,1976,This Is Niecy,http://lyrics.wikia.com/Deniece_Williams:This_Is_Niecy_%281976%29,112836.0,1103,eng
ObjectId(5714debb25ac0d8aee35938f),Pop,ObjectId(56d81e1753a7ddfc01f936da),Deniece Williams,1984,Let's Hear It For The Boy,http://lyrics.wikia.com/Deniece_Williams:Let%27s_Hear_It_For_The_Boy_%281984%29,12753436.0,455,eng
ObjectId(5714debb25ac0d8aee35940f),Rock,ObjectId(56d81e2e53a7ddfc01f93710),Dennis Wilson,1977,Pacific Ocean Blue,http://lyrics.wikia.com/Dennis_Wilson:Pacific_Ocean_Blue_%281977%29,101784.0,135,eng
ObjectId(5714debb25ac0d8aee35963b),Synthpop,ObjectId(56d81eaf53a7ddfc01f937da),Dev,2011,The Night The Sun Came Up,http://lyrics.wikia.com/Dev:The_Night_The_Sun_Came_Up_%282011%29,1623825.0,2740,eng
ObjectId(5714debb25ac0d8aee3596be),Grime,ObjectId(56d81ecf53a7ddfc01f9380d),Devlin,2010,"Bud, Sweat & Beers",http://lyrics.wikia.com/Devlin:Bud%2C_Sweat_%26_Beers_%282010%29,680715.0,0,eng
ObjectId(5714debb25ac0d8aee359809),MPB,ObjectId(56d81f2853a7ddfc01f93880),Diana,1972,Diana,http://lyrics.wikia.com/Diana:Diana_%281972%29,13953342.0,63,por
ObjectId(5714debb25ac0d8aee359c8f),Freestyle,ObjectId(56d8203b53a7ddfc01f939ea),Dino,1989,24/7,http://lyrics.wikia.com/Dino:24%2F7_%281989%29,9640592.0,7,eng
ObjectId(5714debb25ac0d8aee359c90),Pop,ObjectId(56d8203b53a7ddfc01f939ea),Dino,1990,Swingin',http://lyrics.wikia.com/Dino:Swingin%27_%281990%29,3117211.0,19,eng
ObjectId(5714debb25ac0d8aee359cd0),Pop,ObjectId(56d8204953a7ddfc01f939fb),Dion,1962,Lovers Who Wander,http://lyrics.wikia.com/Dion:Lovers_Who_Wander_%281962%29,11960540.0,1,eng
ObjectId(5714debb25ac0d8aee359cd1),Pop,ObjectId(56d8204953a7ddfc01f939fb),Dion,1962,Dion Sings Love Came To Me,http://lyrics.wikia.com/Dion:Dion_Sings_Love_Came_To_Me_%281962%29,301219.0,1141,eng
ObjectId(5714debb25ac0d8aee359cd6),Pop,ObjectId(56d8204953a7ddfc01f939fb),Dion,1978,Return Of The Wanderer,http://lyrics.wikia.com/Dion:Return_Of_The_Wanderer_%281978%29,1123772.0,11,eng
ObjectId(5714debb25ac0d8aee359cd7),Rock,ObjectId(56d8204953a7ddfc01f939fb),Dion,1991,Bronx Blues: The Columbia Recordings (1962-1965),http://lyrics.wikia.com/Dion:Bronx_Blues:_The_Columbia_Recordings_%281962-1965%29_%281991%29,96028.0,145,eng
ObjectId(5714debb25ac0d8aee359cd9),Rock,ObjectId(56d8204953a7ddfc01f939fb),Dion,1989,Yo Frankie,http://lyrics.wikia.com/Dion:Yo_Frankie_%281989%29,1210482.0,46,eng
ObjectId(5714debb25ac0d8aee359cda),Pop,ObjectId(56d8204953a7ddfc01f939fb),Dion,2000,Déjà Nu,http://lyrics.wikia.com/Dion:D%C3%A9j%C3%A0_Nu_%282000%29,11640700.0,12,eng
ObjectId(5714debb25ac0d8aee35a024),Hip Hop,ObjectId(56d8210f53a7ddfc01f93b4b),DJ Drama,2009,Gangsta Grillz: The Album (Vol. 2),http://lyrics.wikia.com/DJ_Drama:Gangsta_Grillz:_The_Album_%28Vol._2%29_%282009%29,339381.0,176,eng
ObjectId(5714debb25ac0d8aee35a073),Hip Hop,ObjectId(56d8213e53a7ddfc01f93b7e),DJ Khaled,2006,Listennn... The Album,http://lyrics.wikia.com/DJ_Khaled:Listennn..._The_Album_%282006%29,160586.0,282,eng
ObjectId(5714debb25ac0d8aee35a074),Hip Hop,ObjectId(56d8213e53a7ddfc01f93b7e),DJ Khaled,2007,We The Best,http://lyrics.wikia.com/DJ_Khaled:We_The_Best_%282007%29,6462922.0,5066,eng
ObjectId(5714debb25ac0d8aee35a075),Hip Hop,ObjectId(56d8213e53a7ddfc01f93b7e),DJ Khaled,2008,We Global,http://lyrics.wikia.com/DJ_Khaled:We_Global_%282008%29,6462995.0,173,eng
ObjectId(5714debb25ac0d8aee35a076),Hip Hop,ObjectId(56d8213e53a7ddfc01f93b7e),DJ Khaled,2010,Victory,http://lyrics.wikia.com/DJ_Khaled:Victory_%282010%29,6462548.0,7478,eng
ObjectId(5714debb25ac0d8aee35a077),Hip Hop,ObjectId(56d8213e53a7ddfc01f93b7e),DJ Khaled,2011,We The Best Forever,http://lyrics.wikia.com/DJ_Khaled:We_The_Best_Forever_%282011%29,1164252.0,9696,eng
ObjectId(5714debb25ac0d8aee35a196),Indie Folk,ObjectId(56d8219653a7ddfc01f93c43),DM Stith,2008,Curtain Speech,http://lyrics.wikia.com/DM_Stith:Curtain_Speech_%282008%29,13032916.0,9,eng
ObjectId(5714debb25ac0d8aee35a197),Indie Folk,ObjectId(56d8219653a7ddfc01f93c43),DM Stith,2009,Heavy Ghost,http://lyrics.wikia.com/DM_Stith:Heavy_Ghost_%282009%29,13035784.0,24,eng
ObjectId(5714debb25ac0d8aee35a21e),Folk,ObjectId(56d821b753a7ddfc01f93c74),Doc Watson,1966,Southbound,http://lyrics.wikia.com/Doc_Watson:Southbound_%281966%29,6931523.0,81,eng
ObjectId(5714debb25ac0d8aee35a21f),Folk,ObjectId(56d821b753a7ddfc01f93c74),Doc Watson,1966,Home Again!,http://lyrics.wikia.com/Doc_Watson:Home_Again%21_%281966%29,556907.0,46,eng
ObjectId(5714debb25ac0d8aee35a220),Folk,ObjectId(56d821b753a7ddfc01f93c74),Doc Watson,1967,Ballads From Deep Gap,http://lyrics.wikia.com/Doc_Watson:Ballads_From_Deep_Gap_%281967%29,326614.0,104,eng
ObjectId(5714debb25ac0d8aee35a223),Folk,ObjectId(56d821b753a7ddfc01f93c74),Doc Watson,1971,Doc Watson On Stage,http://lyrics.wikia.com/Doc_Watson:Doc_Watson_On_Stage_%281971%29,925053.0,111,eng
ObjectId(5714debb25ac0d8aee35a224),Folk,ObjectId(56d821b753a7ddfc01f93c74),Doc Watson,1972,Elementary Doctor Watson!,http://lyrics.wikia.com/Doc_Watson:Elementary_Doctor_Watson%21_%281972%29,147339.0,287,eng
ObjectId(5714debb25ac0d8aee35a225),Folk,ObjectId(56d821b753a7ddfc01f93c74),Doc Watson,1973,The Essential Doc Watson,http://lyrics.wikia.com/Doc_Watson:The_Essential_Doc_Watson_%281973%29,4793121.0,81,eng
ObjectId(5714debb25ac0d8aee35a227),Folk,ObjectId(56d821b753a7ddfc01f93c74),Doc Watson,1986,Riding The Midnight Train,http://lyrics.wikia.com/Doc_Watson:Riding_The_Midnight_Train_%281986%29,326617.0,82,eng
ObjectId(5714debb25ac0d8aee35a228),Folk,ObjectId(56d821b753a7ddfc01f93c74),Doc Watson,1991,My Dear Old Southern Home,http://lyrics.wikia.com/Doc_Watson:My_Dear_Old_Southern_Home_%281991%29,326619.0,41,eng
ObjectId(5714debb25ac0d8aee35a229),Folk,ObjectId(56d821b753a7ddfc01f93c74),Doc Watson,1993,Memories,http://lyrics.wikia.com/Doc_Watson:Memories_%281993%29,326620.0,89,eng
ObjectId(5714debb25ac0d8aee35a32a),Rock,ObjectId(56d821f853a7ddfc01f93ccc),Dolphin,1999,Глубина Резкости,http://lyrics.wikia.com/Dolphin:%D0%93%D0%BB%D1%83%D0%B1%D0%B8%D0%BD%D0%B0_%D0%A0%D0%B5%D0%B7%D0%BA%D0%BE%D1%81%D1%82%D0%B8_%281999%29,3508621.0,117,rus
ObjectId(5714debb25ac0d8aee35a32d),Rock,ObjectId(56d821f853a7ddfc01f93ccc),Dolphin,2001,Любимые Песни Фанатов Дельфина,http://lyrics.wikia.com/Dolphin:%D0%9B%D1%8E%D0%B1%D0%B8%D0%BC%D1%8B%D0%B5_%D0%9F%D0%B5%D1%81%D0%BD%D0%B8_%D0%A4%D0%B0%D0%BD%D0%B0%D1%82%D0%BE%D0%B2_%D0%94%D0%B5%D0%BB%D1%8C%D1%84%D0%B8%D0%BD%D0%B0_%282001%29,3508621.0,117,rus
ObjectId(5714debb25ac0d8aee35a32e),Rock,ObjectId(56d821f853a7ddfc01f93ccc),Dolphin,2004,Звезда,http://lyrics.wikia.com/Dolphin:%D0%97%D0%B2%D0%B5%D0%B7%D0%B4%D0%B0_%282004%29,3361261.0,22,rus
ObjectId(5714debb25ac0d8aee35a32f),Rock,ObjectId(56d821f853a7ddfc01f93ccc),Dolphin,2007,Юность,http://lyrics.wikia.com/Dolphin:%D0%AE%D0%BD%D0%BE%D1%81%D1%82%D1%8C_%282007%29,235916.0,33,rus
ObjectId(5714debb25ac0d8aee35a330),Rock,ObjectId(56d821f853a7ddfc01f93ccc),Dolphin,2011,Существо,http://lyrics.wikia.com/Dolphin:%D0%A1%D1%83%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE_%282011%29,13659894.0,74,rus
ObjectId(5714debb25ac0d8aee35a407),Hip Hop,ObjectId(56d8223253a7ddfc01f93d05),Domo Genesis,2010,Rolling Papers,http://lyrics.wikia.com/Domo_Genesis:Rolling_Papers_%282010%29,1307138.0,6205,eng
ObjectId(5714debb25ac0d8aee35a445),Soundtrack,ObjectId(56d8224053a7ddfc01f93d24),Don Davis,2003,Matrix Revolutions,http://lyrics.wikia.com/Don_Davis:Matrix_Revolutions_%282003%29,91736.0,958,eng
ObjectId(5714debb25ac0d8aee35a471),Rock,ObjectId(56d8225053a7ddfc01f93d34),Don Johnson,1986,Heartbeat,http://lyrics.wikia.com/Don_Johnson:Heartbeat_%281986%29,116795.0,529,eng
ObjectId(5714debb25ac0d8aee35a622),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1965,What's Bin Did And What's Bin Hid,http://lyrics.wikia.com/Donovan:What%27s_Bin_Did_And_What%27s_Bin_Hid_%281965%29,530225.0,494,eng
ObjectId(5714debb25ac0d8aee35a623),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1965,Fairytale,http://lyrics.wikia.com/Donovan:Fairytale_%281965%29,530019.0,258,eng
ObjectId(5714debb25ac0d8aee35a624),Psychedelic Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1966,Sunshine Superman,http://lyrics.wikia.com/Donovan:Sunshine_Superman_%281966%29,115497.0,997,eng
ObjectId(5714debb25ac0d8aee35a625),Folk Rock,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1967,Mellow Yellow,http://lyrics.wikia.com/Donovan:Mellow_Yellow_%281967%29,1376553.0,555,eng
ObjectId(5714debb25ac0d8aee35a626),Folk Rock,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1967,A Gift From A Flower To A Garden,http://lyrics.wikia.com/Donovan:A_Gift_From_A_Flower_To_A_Garden_%281967%29,393045.0,386,eng
ObjectId(5714debb25ac0d8aee35a627),Psychedelic Rock,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1968,The Hurdy Gurdy Man,http://lyrics.wikia.com/Donovan:The_Hurdy_Gurdy_Man_%281968%29,115498.0,1144,eng
ObjectId(5714debb25ac0d8aee35a628),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1969,Barabajagal,http://lyrics.wikia.com/Donovan:Barabajagal_%281969%29,115499.0,331,eng
ObjectId(5714debb25ac0d8aee35a629),Celtic Rock,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1970,Open Road,http://lyrics.wikia.com/Donovan:Open_Road_%281970%29,400066.0,254,eng
ObjectId(5714debb25ac0d8aee35a62a),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1971,HMS Donovan,http://lyrics.wikia.com/Donovan:HMS_Donovan_%281971%29,1233074.0,57,eng
ObjectId(5714debb25ac0d8aee35a62b),Folk Rock,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1973,Cosmic Wheels,http://lyrics.wikia.com/Donovan:Cosmic_Wheels_%281973%29,190863.0,562,eng
ObjectId(5714debb25ac0d8aee35a62c),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1973,Live In Japan: Spring Tour 1973,http://lyrics.wikia.com/Donovan:Live_In_Japan:_Spring_Tour_1973_%281973%29,190863.0,562,eng
ObjectId(5714debb25ac0d8aee35a62d),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1973,Essence To Essence,http://lyrics.wikia.com/Donovan:Essence_To_Essence_%281973%29,143524.0,99,eng
ObjectId(5714debb25ac0d8aee35a62e),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1973,7-Tease,http://lyrics.wikia.com/Donovan:7-Tease_%281973%29,190863.0,562,eng
ObjectId(5714debb25ac0d8aee35a630),Folk Rock,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1977,Donovan,http://lyrics.wikia.com/Donovan:Donovan_%281977%29,1233108.0,22,eng
ObjectId(5714debb25ac0d8aee35a631),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1980,Neutronica,http://lyrics.wikia.com/Donovan:Neutronica_%281980%29,805330.0,89,eng
ObjectId(5714debb25ac0d8aee35a632),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1981,Love Is Only Feeling,http://lyrics.wikia.com/Donovan:Love_Is_Only_Feeling_%281981%29,6464016.0,98,eng
ObjectId(5714debb25ac0d8aee35a633),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1984,Lady Of The Stars,http://lyrics.wikia.com/Donovan:Lady_Of_The_Stars_%281984%29,143524.0,99,eng
ObjectId(5714debb25ac0d8aee35a635),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,1996,Sutras,http://lyrics.wikia.com/Donovan:Sutras_%281996%29,6030795.0,11,eng
ObjectId(5714debb25ac0d8aee35a636),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,2002,Pied Piper,http://lyrics.wikia.com/Donovan:Pied_Piper_%282002%29,115499.0,331,eng
ObjectId(5714debb25ac0d8aee35a638),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,2004,The Essential Donovan,http://lyrics.wikia.com/Donovan:The_Essential_Donovan_%282004%29,8305166.0,510,eng
ObjectId(5714debb25ac0d8aee35a639),Folk,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,2004,"Brother Sun, Sister Moon",http://lyrics.wikia.com/Donovan:Brother_Sun%2C_Sister_Moon_%282004%29,393045.0,386,eng
ObjectId(5714debb25ac0d8aee35a63a),Rock,ObjectId(56d822c553a7ddfc01f93dbb),Donovan,2004,Beat Cafe,http://lyrics.wikia.com/Donovan:Beat_Cafe_%282004%29,6464016.0,98,eng
ObjectId(5714debb25ac0d8aee35a68d),MPB,ObjectId(56d822d753a7ddfc01f93de5),Dori Caymmi,1980,Dori Caymmi,http://lyrics.wikia.com/Dori_Caymmi:Dori_Caymmi_%281980%29,6154678.0,304,por
ObjectId(5714debb25ac0d8aee35a68e),MPB,ObjectId(56d822d753a7ddfc01f93de5),Dori Caymmi,1982,Dori Caymmi,http://lyrics.wikia.com/Dori_Caymmi:Dori_Caymmi_%281982%29,6154678.0,304,por
ObjectId(5714debb25ac0d8aee35a6a7),MPB,ObjectId(56d822e553a7ddfc01f93df6),Dorival Caymmi,1954,Canções Praieiras,http://lyrics.wikia.com/Dorival_Caymmi:Can%C3%A7%C3%B5es_Praieiras_%281954%29,9265136.0,829,por
ObjectId(5714debb25ac0d8aee35a6a8),Samba,ObjectId(56d822e553a7ddfc01f93df6),Dorival Caymmi,1955,Sambas,http://lyrics.wikia.com/Dorival_Caymmi:Sambas_%281955%29,9238635.0,176,por
ObjectId(5714debb25ac0d8aee35a6a9),Samba,ObjectId(56d822e553a7ddfc01f93df6),Dorival Caymmi,1957,Eu Vou Pra Maracangalha,http://lyrics.wikia.com/Dorival_Caymmi:Eu_Vou_Pra_Maracangalha_%281957%29,326743.0,184,por
ObjectId(5714debb25ac0d8aee35a6ab),MPB,ObjectId(56d822e553a7ddfc01f93df6),Dorival Caymmi,1959,Caymmi E Seu Violão,http://lyrics.wikia.com/Dorival_Caymmi:Caymmi_E_Seu_Viol%C3%A3o_%281959%29,903361.0,300,por
ObjectId(5714debb25ac0d8aee35a6af),MPB,ObjectId(56d822e553a7ddfc01f93df6),Dorival Caymmi,1972,Caymmi,http://lyrics.wikia.com/Dorival_Caymmi:Caymmi_%281972%29,326735.0,524,por
ObjectId(5714debb25ac0d8aee35a8b9),Hip Hop,ObjectId(56d8235a53a7ddfc01f93eae),Dr. Dre,1992,The Chronic,http://lyrics.wikia.com/Dr._Dre:The_Chronic_%281992%29,109421.0,4547,eng
ObjectId(5714debb25ac0d8aee35a8bc),West Coast Hip Hop,ObjectId(56d8235a53a7ddfc01f93eae),Dr. Dre,1999,2001,http://lyrics.wikia.com/Dr._Dre:2001_%281999%29,162005.0,180789,eng
ObjectId(5714debb25ac0d8aee35a8ff),New Orleans Rhythm and Blues,ObjectId(56d8236d53a7ddfc01f93ebd),Dr. John,1968,Gris-Gris,http://lyrics.wikia.com/Dr._John:Gris-Gris_%281968%29,82576.0,1313,eng
ObjectId(5714debb25ac0d8aee35a900),New Orleans Rhythm and Blues,ObjectId(56d8236d53a7ddfc01f93ebd),Dr. John,1970,Remedies,http://lyrics.wikia.com/Dr._John:Remedies_%281970%29,82579.0,147,eng
ObjectId(5714debb25ac0d8aee35a901),New Orleans Rhythm and Blues,ObjectId(56d8236d53a7ddfc01f93ebd),Dr. John,1972,Dr. John's Gumbo,http://lyrics.wikia.com/Dr._John:Dr._John%27s_Gumbo_%281972%29,83080.0,180,eng
ObjectId(5714debb25ac0d8aee35a902),New Orleans Rhythm and Blues,ObjectId(56d8236d53a7ddfc01f93ebd),Dr. John,1973,In The Right Place,http://lyrics.wikia.com/Dr._John:In_The_Right_Place_%281973%29,83080.0,180,eng
ObjectId(5714debb25ac0d8aee35a905),New Orleans Rhythm and Blues,ObjectId(56d8236d53a7ddfc01f93ebd),Dr. John,1978,City Lights,http://lyrics.wikia.com/Dr._John:City_Lights_%281978%29,161865.0,166,eng
ObjectId(5714debb25ac0d8aee35a907),New Orleans Rhythm and Blues,ObjectId(56d8236d53a7ddfc01f93ebd),Dr. John,1992,Goin' Back To New Orleans,http://lyrics.wikia.com/Dr._John:Goin%27_Back_To_New_Orleans_%281992%29,513062.0,329,eng
ObjectId(5714debb25ac0d8aee35a909),Blues,ObjectId(56d8236d53a7ddfc01f93ebd),Dr. John,2003,All By Hisself (Live At The Lonestar),http://lyrics.wikia.com/Dr._John:All_By_Hisself_%28Live_At_The_Lonestar%29_%282003%29,83080.0,180,eng
ObjectId(5714debb25ac0d8aee35a90a),New Orleans Rhythm and Blues,ObjectId(56d8236d53a7ddfc01f93ebd),Dr. John,2004,N'awlinz - Dis Dat Or D'udda,http://lyrics.wikia.com/Dr._John:N%27awlinz_-_Dis_Dat_Or_D%27udda_%282004%29,326845.0,194,eng
ObjectId(5714debb25ac0d8aee35a90b),New Orleans Rhythm and Blues,ObjectId(56d8236d53a7ddfc01f93ebd),Dr. John,2006,Mercernary,http://lyrics.wikia.com/Dr._John:Mercernary_%282006%29,326820.0,125,eng
ObjectId(5714debb25ac0d8aee35a95a),Hip Hop,ObjectId(56d8237f53a7ddfc01f93ed7),Drag-On,2004,Hell And Back,http://lyrics.wikia.com/Drag-On:Hell_And_Back_%282004%29,299357.0,161,eng
ObjectId(5714debb25ac0d8aee35a99b),Hip Hop,ObjectId(56d8239053a7ddfc01f93eef),Drake,2006,Room For Improvement,http://lyrics.wikia.com/Drake:Room_For_Improvement_%282006%29,96210.0,68,eng
ObjectId(5714debb25ac0d8aee35a99c),Hip Hop,ObjectId(56d8239053a7ddfc01f93eef),Drake,2007,Comeback Season,http://lyrics.wikia.com/Drake:Comeback_Season_%282007%29,1131422.0,1021,eng
ObjectId(5714debb25ac0d8aee35a99e),Hip Hop,ObjectId(56d8239053a7ddfc01f93eef),Drake,2009,So Far Gone,http://lyrics.wikia.com/Drake:So_Far_Gone_%282009%29,395158.0,29454,eng
ObjectId(5714debb25ac0d8aee35a9a0),Hip Hop,ObjectId(56d8239053a7ddfc01f93eef),Drake,2010,Thank Me Later,http://lyrics.wikia.com/Drake:Thank_Me_Later_%282010%29,576747.0,91134,eng
ObjectId(5714debb25ac0d8aee35af10),Eurodance,ObjectId(56d824f953a7ddfc01f94123),E-Type,1994,Made In Sweden,http://lyrics.wikia.com/E-Type:Made_In_Sweden_%281994%29,239493.0,1865,eng
ObjectId(5714debb25ac0d8aee35af11),Pop Rock,ObjectId(56d824f953a7ddfc01f94123),E-Type,1996,The Explorer,http://lyrics.wikia.com/E-Type:The_Explorer_%281996%29,292064.0,110,eng
ObjectId(5714debb25ac0d8aee35af12),Eurodance,ObjectId(56d824f953a7ddfc01f94123),E-Type,1998,Last Man Standing,http://lyrics.wikia.com/E-Type:Last_Man_Standing_%281998%29,238983.0,124,eng
ObjectId(5714debb25ac0d8aee35af14),Eurodance,ObjectId(56d824f953a7ddfc01f94123),E-Type,2001,Euro IV Ever,http://lyrics.wikia.com/E-Type:Euro_IV_Ever_%282001%29,227271.0,257,eng
ObjectId(5714debb25ac0d8aee35af15),Eurodance,ObjectId(56d824f953a7ddfc01f94123),E-Type,2004,Loud Pipes Save Lives,http://lyrics.wikia.com/E-Type:Loud_Pipes_Save_Lives_%282004%29,239203.0,79,eng
ObjectId(5714debb25ac0d8aee35af16),Eurodance,ObjectId(56d824f953a7ddfc01f94123),E-Type,2007,Eurotopia,http://lyrics.wikia.com/E-Type:Eurotopia_%282007%29,120083.0,139,swe
ObjectId(5714debb25ac0d8aee35b13f),Grime,ObjectId(56d8258553a7ddfc01f941f7),Ed Sheeran,2011,No.5 Collaborations Project,http://lyrics.wikia.com/Ed_Sheeran:No.5_Collaborations_Project_%282011%29,1377252.0,27876,eng
ObjectId(5714debb25ac0d8aee35b689),Pop Rock,ObjectId(56d826ca53a7ddfc01f943a0),El Pescao,2010,Nada Lógico,http://lyrics.wikia.com/El_Pescao:Nada_L%C3%B3gico_%282010%29,645734.0,745,spa
ObjectId(5714debb25ac0d8aee35b9a7),Pop Rock,ObjectId(56d8278453a7ddfc01f944b2),Elisa,2007,Soundtrack Live '96-'06,http://lyrics.wikia.com/Elisa:Soundtrack_Live_%2796-%2706_%282007%29,6689506.0,714,mul
ObjectId(5714debb25ac0d8aee35bd69),Pop,ObjectId(56d8289a53a7ddfc01f945c1),Emilia,2000,Emilia,http://lyrics.wikia.com/Emilia:Emilia_%282000%29,226397.0,93,eng
ObjectId(5714debb25ac0d8aee35be22),Rock,ObjectId(56d828c453a7ddfc01f945f7),Emma Blackery,2014,Perfect,http://lyrics.wikia.com/Emma_Blackery:Perfect_%282014%29,9165207.0,867,eng
ObjectId(5714debb25ac0d8aee35c02a),Pop,ObjectId(56d8294b53a7ddfc01f946bf),Engelbert Humperdinck,1967,"Twelve Great Songs Plus ""Release Me""",http://lyrics.wikia.com/Engelbert_Humperdinck:Twelve_Great_Songs_Plus_%22Release_Me%22_%281967%29,104910.0,3870,eng
ObjectId(5714debb25ac0d8aee35c02b),Pop,ObjectId(56d8294b53a7ddfc01f946bf),Engelbert Humperdinck,1968,A Man Without Love,http://lyrics.wikia.com/Engelbert_Humperdinck:A_Man_Without_Love_%281968%29,251690.0,393,eng
ObjectId(5714debb25ac0d8aee35c02d),Pop,ObjectId(56d8294b53a7ddfc01f946bf),Engelbert Humperdinck,1969,Engelbert,http://lyrics.wikia.com/Engelbert_Humperdinck:Engelbert_%281969%29,102738.0,187,eng
